"startday","weather","humidity","temperatureMax","temperatureMin","windspeed"
"2013-05-01","PARTLY_CLOUDY_DAY","0.53","77.06","63.32","7.05"
"2013-05-02","WIND","0.72","62.29","42.55","15.34"
"2013-05-03","PARTLY_CLOUDY_DAY","0.89","47","40.01","12.37"
"2013-05-04","CLEAR_DAY","0.65","62.9","47.2","5.62"
"2013-05-05","CLEAR_DAY","0.6","58","48.48","8.86"
"2013-05-06","PARTLY_CLOUDY_NIGHT","0.51","59.06","50.62","7.81"
"2013-05-07","CLEAR_DAY","0.51","62.68","50.01","5.31"
"2013-05-08","CLEAR_DAY","0.54","64.51","50.48","2.6"
"2013-05-09","RAIN","0.68","68.01","49.23","2.14"
"2013-05-10","WIND","0.9","49.13","42.8","12.18"
"2013-05-11","PARTLY_CLOUDY_DAY","0.68","57.75","44.71","6.48"
"2013-05-12","PARTLY_CLOUDY_DAY","0.52","47.42","40.51","5.03"
"2013-05-13","PARTLY_CLOUDY_NIGHT","0.52","52.45","40.34","4.81"
"2013-05-14","WIND","0.44","81.7","52.9","7.66"
"2013-05-15","CLEAR_DAY","0.44","78.49","60.79","2.8"
"2013-05-16","CLEAR_DAY","0.52","73.42","54.9","2.83"
"2013-05-17","PARTLY_CLOUDY_DAY","0.6","63.77","55.2","4.3"
"2013-05-18","PARTLY_CLOUDY_NIGHT","0.68","67.92","55.47","3.6"
"2013-05-19","CLEAR_DAY","0.65","75.92","59.12","4.27"
"2013-05-20","RAIN","0.55","88.02","70.43","12.88"
"2013-05-21","RAIN","0.73","79.66","64.47","11.3"
"2013-05-22","RAIN","0.8","70.73","57.01","4.22"
"2013-05-23","WIND","0.8","54.27","42.88","18.35"
"2013-05-24","CLEAR_DAY","0.59","50.26","41.47","10.53"
"2013-05-25","PARTLY_CLOUDY_DAY","0.64","52.35","44.25","4.96"
"2013-05-26","PARTLY_CLOUDY_DAY","0.65","61.17","46.5","3.77"
"2013-05-27","RAIN","0.87","57.66","54.04","7.9"
"2013-05-28","RAIN","0.85","75.22","55.6","9.28"
"2013-05-29","PARTLY_CLOUDY_DAY","0.74","78.59","64.66","5.99"
"2013-05-30","RAIN","0.69","80.82","67.82","14.61"
"2013-05-31","WIND","0.79","76.31","64.15","11.92"
"2013-06-01","RAIN","0.79","73.7","62.31","11.97"
"2013-06-02","PARTLY_CLOUDY_DAY","0.84","64.23","47.74","3.78"
"2013-06-03","PARTLY_CLOUDY_DAY","0.65","60.67","45.81","2.61"
"2013-06-04","CLEAR_DAY","0.6","64.27","51.65","4.21"
"2013-06-05","PARTLY_CLOUDY_DAY","0.62","64.79","54.36","6.12"
"2013-06-06","PARTLY_CLOUDY_DAY","0.74","59.13","53.57","9.1"
"2013-06-07","PARTLY_CLOUDY_DAY","0.66","62.09","52.3","9.7"
"2013-06-08","PARTLY_CLOUDY_NIGHT","0.57","64.85","52.9","3.69"
"2013-06-09","PARTLY_CLOUDY_DAY","0.6","72.57","56.67","5.2"
"2013-06-10","PARTLY_CLOUDY_DAY","0.84","67.46","58.91","2.45"
"2013-06-11","RAIN","0.73","76.14","58.54","2.41"
"2013-06-12","RAIN","0.8","76.93","62.67","2.56"
"2013-06-13","WIND","0.71","64.99","57.56","12.14"
"2013-06-14","CLEAR_DAY","0.67","65","55.88","7.88"
"2013-06-15","WIND","0.74","74.57","58.23","4.8"
"2013-06-16","PARTLY_CLOUDY_DAY","0.66","81.36","69.71","7.5"
"2013-06-17","PARTLY_CLOUDY_NIGHT","0.57","86.5","60.68","4.31"
"2013-06-18","WIND","0.75","63.51","55.93","12.78"
"2013-06-19","CLEAR_DAY","0.56","68","56.62","5.48"
"2013-06-20","CLEAR_DAY","0.57","76.61","60.38","4.8"
"2013-06-21","RAIN","0.7","81.56","69.63","8.02"
"2013-06-22","PARTLY_CLOUDY_DAY","0.77","78.7","69.05","5.1"
"2013-06-23","PARTLY_CLOUDY_DAY","0.73","85.1","68.49","9.28"
"2013-06-24","RAIN","0.78","82.95","68.73","8.13"
"2013-06-25","PARTLY_CLOUDY_DAY","0.77","84.08","68.8","4.38"
"2013-06-26","RAIN","0.79","78.56","65.68","3.61"
"2013-06-27","RAIN","0.74","87.03","64.3","3.21"
"2013-06-28","RAIN","0.66","80.08","67.41","8.18"
"2013-06-29","WIND","0.82","67.14","63.02","11.3"
"2013-06-30","WIND","0.64","68.32","62.94","13.74"
"2013-07-01","WIND","0.57","68.47","62.35","12.79"
"2013-07-02","PARTLY_CLOUDY_DAY","0.71","64.06","60.72","11.63"
"2013-07-03","CLEAR_DAY","0.85","66.1","60.86","4.21"
"2013-07-04","PARTLY_CLOUDY_DAY","0.71","78.56","61.79","6.83"
"2013-07-05","PARTLY_CLOUDY_DAY","0.67","76.61","64.95","3.74"
"2013-07-06","PARTLY_CLOUDY_DAY","0.72","77.19","69","4.74"
"2013-07-07","PARTLY_CLOUDY_DAY","0.69","85.52","70.51","7.19"
"2013-07-08","RAIN","0.76","84.95","71.34","8.76"
"2013-07-09","PARTLY_CLOUDY_DAY","0.81","83.55","70.38","5.59"
"2013-07-10","PARTLY_CLOUDY_DAY","0.7","80.32","67.33","3.61"
"2013-07-11","CLEAR_DAY","0.6","74.37","65.81","4.72"
"2013-07-12","CLEAR_DAY","0.6","74.98","62.01","4.66"
"2013-07-13","CLEAR_DAY","0.63","76.68","66.1","4.51"
"2013-07-14","PARTLY_CLOUDY_DAY","0.68","80.73","71.48","6.43"
"2013-07-15","PARTLY_CLOUDY_DAY","0.74","82.23","73.04","4.05"
"2013-07-16","PARTLY_CLOUDY_DAY","0.7","88.07","76.95","4.63"
"2013-07-17","PARTLY_CLOUDY_DAY","0.64","88.1","77.85","3.31"
"2013-07-18","RAIN","0.66","92.84","79.28","6.49"
"2013-07-19","RAIN","0.6","93.57","77.5","12.46"
"2013-07-20","CLEAR_DAY","0.65","80.99","71.44","4.97"
"2013-07-21","CLEAR_DAY","0.68","82.21","71.18","5.59"
"2013-07-22","PARTLY_CLOUDY_DAY","0.68","83.43","71.18","5.03"
"2013-07-23","WIND","0.66","78.88","65.02","8.58"
"2013-07-24","PARTLY_CLOUDY_DAY","0.58","68.74","61.28","11.16"
"2013-07-25","PARTLY_CLOUDY_DAY","0.6","75.05","60.45","2.04"
"2013-07-26","PARTLY_CLOUDY_DAY","0.74","71.29","67.18","9.1"
"2013-07-27","PARTLY_CLOUDY_NIGHT","0.71","67.26","60.3","8.85"
"2013-07-28","PARTLY_CLOUDY_DAY","0.63","67.98","55.38","9.05"
"2013-07-29","PARTLY_CLOUDY_DAY","0.67","69.13","58.81","2.5"
"2013-07-30","CLEAR_DAY","0.74","71.42","60.91","5.46"
"2013-07-31","RAIN","0.85","72.34","65.52","0.63"
"2013-08-01","RAIN","0.67","75.96","63.44","4.21"
"2013-08-02","RAIN","0.74","81.72","64.56","3.28"
"2013-08-03","CLEAR_DAY","0.62","73.8","66.36","7.58"
"2013-08-04","CLEAR_DAY","0.69","70.18","62.49","5.41"
"2013-08-05","CLEAR_DAY","0.71","73.41","62.73","7.32"
"2013-08-06","CLEAR_DAY","0.78","81.36","67.74","7.29"
"2013-08-07","CLEAR_DAY","0.77","83.63","69.75","2.13"
"2013-08-08","CLEAR_DAY","0.64","73.02","67.75","10.33"
"2013-08-09","CLEAR_DAY","0.63","78.74","64.03","1.06"
"2013-08-10","CLEAR_DAY","0.64","75.52","67.5","5.71"
"2013-08-11","CLEAR_DAY","0.66","76.4","64.6","1.23"
"2013-08-12","RAIN","0.73","81.81","69.45","4.06"
"2013-08-13","WIND","0.64","69.5","62.76","12.31"
"2013-08-14","CLEAR_DAY","0.63","67.08","60.59","5.91"
"2013-08-15","CLEAR_DAY","0.64","72.42","58.12","3.79"
"2013-08-16","CLEAR_DAY","0.61","76.07","62","1.99"
"2013-08-17","CLEAR_DAY","0.64","75.44","63.27","5.39"
"2013-08-18","CLEAR_DAY","0.66","75.94","64.67","4.96"
"2013-08-19","CLEAR_DAY","0.64","78.64","64.74","1.96"
"2013-08-20","CLEAR_DAY","0.63","85.16","69.03","6.29"
"2013-08-21","CLEAR_DAY","0.62","88.55","70.37","7.69"
"2013-08-22","RAIN","0.84","77.96","68.42","2.74"
"2013-08-23","CLEAR_DAY","0.66","76.26","64.83","7.23"
"2013-08-24","CLEAR_DAY","0.62","79.47","64.76","6.42"
"2013-08-25","CLEAR_DAY","0.57","87.83","68.8","8.07"
"2013-08-26","CLEAR_DAY","0.65","89.31","71.64","7.86"
"2013-08-27","CLEAR_DAY","0.63","92.48","77.78","9.91"
"2013-08-28","CLEAR_DAY","0.75","84.14","70.03","6.4"
"2013-08-29","CLEAR_DAY","0.74","77.75","68.62","2.61"
"2013-08-30","RAIN","0.71","93.28","70.96","5.4"
"2013-08-31","RAIN","0.83","74.07","70.43","6.07"
"2013-09-01","RAIN","0.78","78.28","68.44","1.64"
"2013-09-02","CLEAR_DAY","0.74","72.92","65.73","9.61"
"2013-09-03","CLEAR_DAY","0.66","71.58","60.56","2.69"
"2013-09-04","CLEAR_DAY","0.66","80.54","60.42","3.87"
"2013-09-05","CLEAR_DAY","0.63","71.08","65.08","9.12"
"2013-09-06","CLEAR_DAY","0.6","80.55","62.04","6.45"
"2013-09-07","CLEAR_DAY","0.67","83.97","68.53","5.75"
"2013-09-08","CLEAR_DAY","0.77","75.14","70.69","9.29"
"2013-09-09","CLEAR_DAY","0.68","93.12","68.11","7.74"
"2013-09-10","CLEAR_DAY","0.5","93.38","78.47","10.16"
"2013-09-11","CLEAR_DAY","0.63","83.61","74.03","3.21"
"2013-09-12","WIND","0.67","79.36","64.41","7.05"
"2013-09-13","WIND","0.6","64.35","54.57","14.17"
"2013-09-14","CLEAR_DAY","0.59","69.6","51.67","4.37"
"2013-09-15","RAIN","0.75","61.54","57.88","2.12"
"2013-09-16","WIND","0.71","61.12","56.55","12.42"
"2013-09-17","CLEAR_DAY","0.67","67.41","53.29","9.17"
"2013-09-18","RAIN","0.7","78.97","61.58","7.96"
"2013-09-19","RAIN","0.8","77.53","68.46","9.64"
"2013-09-20","CLEAR_DAY","0.74","76.42","61.25","9.22"
"2013-09-21","CLEAR_DAY","0.67","63.99","55.88","9.9"
"2013-09-22","CLEAR_DAY","0.68","62.45","53.79","5.53"
"2013-09-23","CLEAR_DAY","0.67","64.71","52.06","8.2"
"2013-09-24","CLEAR_DAY","0.67","66.14","52.38","7.49"
"2013-09-25","CLEAR_DAY","0.72","65.95","57.52","7.47"
"2013-09-26","CLEAR_DAY","0.7","69.41","57.77","5.93"
"2013-09-27","CLEAR_DAY","0.58","73.96","58.2","6.41"
"2013-09-28","RAIN","0.57","82.11","58.19","11.32"
"2013-09-29","CLEAR_DAY","0.72","73.48","56.4","5.59"
"2013-09-30","CLEAR_DAY","0.68","69.07","53","3.02"
"2013-10-01","WIND","0.76","77.37","62.37","10.83"
"2013-10-02","CLEAR_DAY","0.64","71.2","63.53","2.87"
"2013-10-03","RAIN","0.86","75.96","63.51","7.36"
"2013-10-04","CLEAR_DAY","0.85","72.28","65.97","2.04"
"2013-10-05","RAIN","0.87","78.25","65.85","6.89"
"2013-10-06","RAIN","0.71","67.94","48.05","8.26"
"2013-10-07","CLEAR_DAY","0.69","66.02","46.42","6.52"
"2013-10-08","CLEAR_DAY","0.65","69.16","49.23","5.41"
"2013-10-09","CLEAR_DAY","0.65","65.65","52.31","4.05"
"2013-10-10","CLEAR_DAY","0.7","67.58","51.41","4.38"
"2013-10-11","CLEAR_DAY","0.62","69.23","56.04","6.2"
"2013-10-12","CLEAR_DAY","0.71","71.91","57.7","6.76"
"2013-10-13","CLEAR_DAY","0.64","60.58","49.5","5.67"
"2013-10-14","CLEAR_DAY","0.69","59.37","51.13","8.26"
"2013-10-15","CLEAR_DAY","0.78","63.31","53.5","9.07"
"2013-10-16","CLEAR_DAY","0.76","53.65","47.88","9.91"
"2013-10-17","CLEAR_DAY","0.84","51.99","46.59","7.44"
"2013-10-18","CLEAR_DAY","0.78","49.41","43.57","7.79"
"2013-10-19","CLEAR_DAY","0.67","52.71","43.77","8.77"
"2013-10-20","CLEAR_DAY","0.68","62.7","41.33","7.16"
"2013-10-21","CLEAR_DAY","0.63","56.34","38.08","9.74"
"2013-10-22","CLEAR_DAY","0.76","41.56","33","6.37"
"2013-10-23","CLEAR_DAY","0.68","44.12","34.93","9.55"
"2013-10-24","CLEAR_DAY","0.59","42.03","37.06","9.96"
"2013-10-25","WIND","0.57","49.99","32.47","9.3"
"2013-10-26","WIND","0.51","52.64","43.03","10.18"
"2013-10-27","CLEAR_DAY","0.61","53.76","35.14","7.32"
"2013-10-28","CLEAR_DAY","0.73","51.78","40.81","7.98"
"2013-10-29","CLEAR_DAY","0.71","53.37","43.06","7.22"
"2013-10-30","RAIN","0.89","57.69","47.49","5.13"
"2013-10-31","RAIN","0.92","63.75","49.51","9.13"
"2013-11-01","CLEAR_DAY","0.8","48.73","44.76","12.48"
"2013-11-02","CLEAR_DAY","0.84","46.62","40.75","7.22"
"2013-11-03","WIND","0.75","50.24","37.4","4.5"
"2013-11-04","CLEAR_DAY","0.64","55.7","44.02","14.29"
"2013-11-05","RAIN","0.77","54.56","51.38","10.19"
"2013-11-06","RAIN","0.85","56.14","38.99","9.88"
"2013-11-07","CLEAR_DAY","0.71","43.72","33.55","9.2"
"2013-11-08","WIND","0.68","47.31","32","6.45"
"2013-11-09","CLEAR_DAY","0.57","57.09","45.11","14.76"
"2013-11-10","CLEAR_DAY","0.59","48.16","36.44","8.38"
"2013-11-11","WIND","0.7","47.14","28.55","7.86"
"2013-11-12","CLEAR_DAY","0.64","33.15","25.74","11.02"
"2013-11-13","CLEAR_DAY","0.6","38.92","21.86","12.51"
"2013-11-14","CLEAR_DAY","0.5","49.12","32.39","14.38"
"2013-11-15","CLEAR_DAY","0.61","48.39","39.42","10.87"
"2013-11-16","RAIN","0.86","60.22","43.92","16.11"
"2013-11-17","RAIN","0.82","66.94","43.21","16.23"
"2013-11-18","WIND","0.67","42.89","33.13","15.34"
"2013-11-19","CLEAR_DAY","0.73","39.12","28.68","0.8"
"2013-11-20","RAIN","0.7","42.85","33.26","11.39"
"2013-11-21","CLEAR_DAY","0.84","50.04","41.49","4.39"
"2013-11-22","CLEAR_DAY","0.8","43.19","30.54","10.86"
"2013-11-23","CLEAR_DAY","0.57","29.53","17.5","13.53"
"2013-11-24","CLEAR_DAY","0.52","26.3","14.52","6.68"
"2013-11-25","CLEAR_DAY","0.67","31.47","22.44","12.49"
"2013-11-26","CLEAR_DAY","0.7","34.97","20.74","7.59"
"2013-11-27","CLEAR_DAY","0.59","28.3","15.32","11.44"
"2013-11-28","CLEAR_DAY","0.56","33.28","24.37","6.79"
"2013-11-29","CLEAR_DAY","0.65","33.76","21.97","2.29"
"2013-11-30","CLEAR_DAY","0.61","49.57","31.65","10.74"
"2013-12-01","CLEAR_DAY","0.81","40.03","33.7","4.84"
"2013-12-02","CLEAR_DAY","0.76","39.7","34.02","6.01"
"2013-12-03","FOG","0.92","49.05","36.62","7.78"
"2013-12-04","WIND","0.91","56.43","43.74","7.73"
"2013-12-05","CLEAR_DAY","0.69","42.07","23.16","13.29"
"2013-12-06","CLEAR_DAY","0.63","22.34","15.28","8.71"
"2013-12-07","CLEAR_DAY","0.62","19.5","10.23","5.74"
"2013-12-08","SNOW","0.76","25.62","17.12","6.97"
"2013-12-09","CLEAR_DAY","0.73","25.85","4.79","13.72"
"2013-12-10","CLEAR_DAY","0.66","22.09","2.03","12.66"
"2013-12-11","FOG","0.69","19.71","4.11","8.93"
"2013-12-12","CLEAR_DAY","0.66","19.74","-0.73","10.42"
"2013-12-13","SNOW","0.73","30.56","17.41","3.92"
"2013-12-14","FOG","0.88","29.59","25.8","8.45"
"2013-12-15","CLEAR_DAY","0.72","24.18","12.14","11.65"
"2013-12-16","CLEAR_DAY","0.74","21.41","11.13","2.07"
"2013-12-17","CLEAR_DAY","0.78","32.82","17.36","11.44"
"2013-12-18","CLEAR_DAY","0.65","34.9","17.76","10.31"
"2013-12-19","FOG","0.83","39.36","34.54","2"
"2013-12-20","FOG","0.95","36.52","33.42","7"
"2013-12-21","SNOW","0.94","34.45","31.35","7.22"
"2013-12-22","FOG","0.89","33.52","25.93","7.29"
"2013-12-23","CLEAR_DAY","0.76","25.77","1.32","12.42"
"2013-12-24","CLEAR_DAY","0.71","17.59","-0.02","8.35"
"2013-12-25","CLEAR_DAY","0.8","26.96","18.09","10.46"
"2013-12-26","CLEAR_DAY","0.74","34.46","16.14","8.59"
"2013-12-27","CLEAR_DAY","0.75","42.15","28.06","9.24"
"2013-12-28","CLEAR_DAY","0.68","49.45","35.52","11.75"
"2013-12-29","CLEAR_DAY","0.76","39.12","15.61","7.53"
"2013-12-30","CLEAR_DAY","0.67","14.05","4.72","6.57"
"2013-12-31","SNOW","0.77","14.54","4.67","7.31"
"2014-01-01","WIND","0.83","21.32","16.27","14.62"
"2014-01-02","WIND","0.76","20.8","7.24","13.81"
"2014-01-03","WIND","0.69","19.66","0.4","11.36"
"2014-01-04","SNOW","0.75","31.76","20.39","14.13"
"2014-01-05","SNOW","0.81","29.59","1.15","19.36"
"2014-01-06","CLEAR_DAY","0.62","-0.12","-14.05","17.2"
"2014-01-07","CLEAR_DAY","0.67","4.57","-9.8","10.19"
"2014-01-08","CLEAR_DAY","0.7","14.77","3.56","3.78"
"2014-01-09","FOG","0.81","27.29","5.05","5.88"
"2014-01-10","RAIN","0.94","41.17","28.25","10.38"
"2014-01-11","CLEAR_DAY","0.86","41.36","32.03","10.89"
"2014-01-12","WIND","0.75","43.96","28.93","13.43"
"2014-01-13","CLEAR_DAY","0.72","45.6","30.26","10.28"
"2014-01-14","WIND","0.78","34.76","23.02","12.24"
"2014-01-15","WIND","0.69","22.48","17.31","9.01"
"2014-01-16","WIND","0.74","34.02","19.11","14.34"
"2014-01-17","CLEAR_DAY","0.69","20.86","13.68","11.09"
"2014-01-18","SNOW","0.81","20.36","11.55","5.14"
"2014-01-19","CLEAR_DAY","0.76","38.54","13.06","12.72"
"2014-01-20","WIND","0.77","36.78","20.48","9.74"
"2014-01-21","CLEAR_DAY","0.65","19.06","3.86","11.68"
"2014-01-22","CLEAR_DAY","0.7","14.7","2.67","7.78"
"2014-01-23","CLEAR_DAY","0.6","11.06","-1.01","14.02"
"2014-01-24","WIND","0.66","25.66","-4.14","17.86"
"2014-01-25","WIND","0.58","31.6","8.44","14.72"
"2014-01-26","SNOW","0.71","31.41","7.73","10.49"
"2014-01-27","CLEAR_DAY","0.59","7.56","-5.4","16.06"
"2014-01-28","CLEAR_DAY","0.63","3.96","-10.12","10.04"
"2014-01-29","WIND","0.56","22.32","2.28","11.1"
"2014-01-30","WIND","0.65","32.78","20.71","18.17"
"2014-01-31","CLEAR_DAY","0.71","29.84","19.69","3.02"
"2014-02-01","SNOW","0.89","29.9","23.32","6.69"
"2014-02-02","CLEAR_DAY","0.69","24.01","11.31","6.68"
"2014-02-03","SNOW","0.66","22.24","5.4","3.39"
"2014-02-04","WIND","0.73","23.88","12.23","5.58"
"2014-02-05","WIND","0.79","24.31","13.9","14.54"
"2014-02-06","PARTLY_CLOUDY_NIGHT","0.7","12.59","0.73","10.49"
"2014-02-07","CLEAR_DAY","0.66","11.94","-0.68","9.56"
"2014-02-08","FOG","0.76","16.24","7.38","5.15"
"2014-02-09","CLEAR_DAY","0.74","19.35","9.22","8.16"
"2014-02-10","CLEAR_DAY","0.62","13.27","-0.29","7.68"
"2014-02-11","CLEAR_DAY","0.65","14.66","-0.42","4.18"
"2014-02-12","CLEAR_DAY","0.67","23.32","2.98","6.28"
"2014-02-13","WIND","0.64","30.87","15.48","8.55"
"2014-02-14","CLEAR_DAY","0.69","21.98","13.93","9.36"
"2014-02-15","SNOW","0.69","23.97","9.09","4.74"
"2014-02-16","CLEAR_DAY","0.73","24.92","17.38","5.28"
"2014-02-17","SNOW","0.8","28.33","22.18","8.85"
"2014-02-18","CLEAR_DAY","0.69","44.83","24.18","9.73"
"2014-02-19","CLEAR_DAY","0.7","44.64","33.78","6.59"
"2014-02-20","RAIN","0.88","48.05","34.03","5.35"
"2014-02-21","WIND","0.64","37.6","28.14","19.7"
"2014-02-22","CLEAR_DAY","0.52","34.41","23.82","11.55"
"2014-02-23","CLEAR_DAY","0.54","27.93","17.65","10.79"
"2014-02-24","CLEAR_DAY","0.58","24.5","13.66","12.23"
"2014-02-25","CLEAR_DAY","0.59","22.02","8.65","11.65"
"2014-02-26","WIND","0.55","18.51","2.17","12.33"
"2014-02-27","WIND","0.45","18.74","5.43","10.82"
"2014-02-28","CLEAR_DAY","0.56","30.64","6.19","10.5"
"2014-03-01","SNOW","0.74","31.11","12.59","9.84"
"2014-03-02","CLEAR_DAY","0.65","12.47","5.73","12.32"
"2014-03-03","CLEAR_DAY","0.6","15.13","4.36","3.57"
"2014-03-04","CLEAR_DAY","0.58","27.06","12.86","3.2"
"2014-03-05","FOG","0.74","22.07","19.19","11.63"
"2014-03-06","CLEAR_DAY","0.64","26.41","14.98","5.76"
"2014-03-07","CLEAR_DAY","0.66","45.62","20.78","6.97"
"2014-03-08","CLEAR_DAY","0.79","37.7","22.56","11.4"
"2014-03-09","CLEAR_DAY","0.74","40.84","21.96","10.53"
"2014-03-10","CLEAR_DAY","0.64","53.27","40.88","13.3"
"2014-03-11","SNOW","0.77","46.37","34.72","5.67"
"2014-03-12","WIND","0.75","33.13","19.45","19.68"
"2014-03-13","CLEAR_DAY","0.76","37.78","16.08","9.06"
"2014-03-14","WIND","0.63","52.39","38.8","13.64"
"2014-03-15","WIND","0.7","39.18","28.04","6.53"
"2014-03-16","WIND","0.61","28.87","18.87","20.94"
"2014-03-17","CLEAR_DAY","0.57","34.7","19.44","8.36"
"2014-03-18","CLEAR_DAY","0.68","44.63","30.27","8.92"
"2014-03-19","RAIN","0.83","44.86","35.32","8.21"
"2014-03-20","CLEAR_DAY","0.69","41.99","31.87","3.91"
"2014-03-21","CLEAR_DAY","0.7","56.04","32.72","4.46"
"2014-03-22","CLEAR_DAY","0.65","44.36","30","9.39"
"2014-03-23","CLEAR_DAY","0.59","29.08","22.25","8.55"
"2014-03-24","CLEAR_DAY","0.55","32.86","21.05","2.11"
"2014-03-25","CLEAR_DAY","0.55","30.32","23.87","10.94"
"2014-03-26","WIND","0.47","38.15","19.34","6.95"
"2014-03-27","WIND","0.73","52.13","34.89","18.48"
"2014-03-28","CLEAR_DAY","0.81","53.91","33.94","2.27"
"2014-03-29","CLEAR_DAY","0.75","36.06","32.29","11.46"
"2014-03-30","CLEAR_DAY","0.59","53.4","28.93","2.87"
