"startday","weather","humidity","temperatureMax","temperatureMin","windspeed"
"2016-01-06","PARTLY_CLOUDY_NIGHT","0.68","37.7","25.79","10.19"
"2016-01-07","PARTLY_CLOUDY_DAY","0.62","40.09","34.85","7.37"
"2016-01-08","FOG","0.91","44.25","38.23","6.38"
"2016-01-09","SNOW","0.94","43.23","29.06","7.78"
"2016-01-10","WIND","0.75","26.35","4.5","16.77"
"2016-01-11","SNOW","0.76","24.99","1.31","8.7"
"2016-01-12","WIND","0.66","22.58","5.63","17.1"
"2016-01-13","CLEAR_DAY","0.74","27.46","2.69","10.08"
"2016-01-14","WIND","0.75","44.45","27.81","11.73"
"2016-01-15","PARTLY_CLOUDY_DAY","0.85","43.16","31.88","9.53"
"2016-01-16","PARTLY_CLOUDY_NIGHT","0.66","31.58","16.35","12.23"
"2016-01-17","PARTLY_CLOUDY_DAY","0.58","13.45","0.85","15.19"
"2016-01-18","CLEAR_DAY","0.59","8.08","-2.61","13.78"
"2016-01-19","FOG","0.58","17.46","2.21","4.8"
"2016-01-20","PARTLY_CLOUDY_DAY","0.76","22.76","15.22","3.81"
"2016-01-21","CLEAR_DAY","0.76","26.65","16.81","0.5"
"2016-01-22","PARTLY_CLOUDY_NIGHT","0.73","30.68","23.31","11.8"
"2016-01-23","PARTLY_CLOUDY_DAY","0.71","31.51","27.14","3.59"
"2016-01-24","CLEAR_DAY","0.72","34.39","24.94","7.4"
"2016-01-25","WIND","0.8","41.96","29.27","10.93"
"2016-01-26","WIND","0.76","38.74","27.01","16.05"
"2016-01-27","WIND","0.64","33.44","25.87","11.85"
"2016-01-28","CLEAR_DAY","0.71","39.8","30.64","10.74"
"2016-01-29","WIND","0.57","35.86","23.31","2.22"
"2016-01-30","PARTLY_CLOUDY_NIGHT","0.73","46.7","36.74","9.93"
"2016-01-31","PARTLY_CLOUDY_NIGHT","0.89","48.67","36.12","6.77"
"2016-02-01","CLEAR_DAY","0.84","40.08","32.79","2.64"
"2016-02-02","RAIN","0.91","37.88","33.4","10.78"
"2016-02-03","PARTLY_CLOUDY_DAY","0.85","38.54","29.43","12.34"
"2016-02-04","PARTLY_CLOUDY_NIGHT","0.65","31.83","21.62","8.21"
"2016-02-05","PARTLY_CLOUDY_NIGHT","0.75","31.33","28.45","2.79"
"2016-02-06","PARTLY_CLOUDY_DAY","0.74","41.26","27.04","9.03"
"2016-02-07","PARTLY_CLOUDY_DAY","0.67","43.81","35.54","12.38"
"2016-02-08","CLEAR_DAY","0.78","34.87","23.66","10.4"
"2016-02-09","PARTLY_CLOUDY_NIGHT","0.73","22.62","15.92","12.98"
"2016-02-10","PARTLY_CLOUDY_DAY","0.59","17.84","11.13","11.96"
"2016-02-11","CLEAR_DAY","0.56","20.62","9.98","5.85"
"2016-02-12","WIND","0.52","22.41","9.97","14.08"
"2016-02-13","CLEAR_DAY","0.44","17.18","4.76","8.49"
"2016-02-14","SNOW","0.69","18.85","12.88","15.59"
"2016-02-15","CLEAR_DAY","0.88","28.97","18.48","4.87"
"2016-02-16","SNOW","0.81","31.44","26.45","2.86"
"2016-02-17","PARTLY_CLOUDY_NIGHT","0.72","30.31","26.5","6.93"
"2016-02-18","WIND","0.7","40.06","25.23","15.45"
"2016-02-19","WIND","0.57","61.44","40.84","20.57"
"2016-02-20","CLEAR_DAY","0.5","57.82","43.49","9.83"
"2016-02-21","PARTLY_CLOUDY_DAY","0.78","41.73","33.44","10.88"
"2016-02-22","PARTLY_CLOUDY_DAY","0.76","37.97","30.31","3.33"
"2016-02-23","CLEAR_DAY","0.73","38.5","31.04","7.07"
"2016-02-24","WIND","0.79","36.49","32.49","24.94"
"2016-02-25","PARTLY_CLOUDY_NIGHT","0.66","34.38","31.8","16.51"
"2016-02-26","PARTLY_CLOUDY_DAY","0.55","33.3","28.92","7.16"
"2016-02-27","WIND","0.63","52.99","29.22","14.33"
"2016-02-28","WIND","0.61","62.06","37.51","14.16"
"2016-02-29","WIND","0.65","51.24","29.61","5.57"
"2016-03-01","WIND","0.8","31.47","20.87","14.38"
"2016-03-02","PARTLY_CLOUDY_NIGHT","0.5","31.55","16.34","4.02"
"2016-03-03","CLEAR_DAY","0.85","31.75","28.93","7.89"
"2016-03-04","SNOW","0.62","34.84","26.24","2.04"
"2016-03-05","CLEAR_DAY","0.82","37.77","28.92","4.37"
"2016-03-06","WIND","0.68","50.35","34.77","13.74"
"2016-03-07","PARTLY_CLOUDY_DAY","0.63","59.99","47.31","15.16"
"2016-03-08","PARTLY_CLOUDY_DAY","0.66","69.25","58.09","15.57"
"2016-03-09","PARTLY_CLOUDY_DAY","0.79","63.48","52.24","8.94"
"2016-03-10","PARTLY_CLOUDY_DAY","0.8","47.52","39.32","7.26"
"2016-03-11","CLEAR_DAY","0.8","43.32","36.65","4.5"
"2016-03-12","CLEAR_DAY","0.83","47.31","37.09","2.21"
"2016-03-13","RAIN","0.94","45.63","42.92","6.51"
"2016-03-14","RAIN","0.93","45.69","41.35","0.38"
"2016-03-15","RAIN","0.86","51.8","42.5","8.46"
"2016-03-16","WIND","0.59","55.53","48.97","20.05"
"2016-03-17","WIND","0.44","54.73","43.74","14.65"
"2016-03-18","PARTLY_CLOUDY_DAY","0.66","46.24","35.77","5.62"
"2016-03-19","PARTLY_CLOUDY_DAY","0.75","40.9","35.37","9.07"
"2016-03-20","PARTLY_CLOUDY_DAY","0.67","39.1","33.41","8.21"
"2016-03-21","WIND","0.6","44.01","33.38","1.07"
"2016-03-22","WIND","0.49","64.26","44.5","13.25"
"2016-03-23","CLEAR_DAY","0.86","49.83","38.59","14.02"
"2016-03-24","RAIN","0.93","41.03","31.75","14.35"
"2016-03-25","PARTLY_CLOUDY_NIGHT","0.73","38.89","31.41","2.86"
"2016-03-26","CLEAR_DAY","0.76","45.25","35.61","6.93"
"2016-03-27","RAIN","0.74","60.46","41.92","2.87"
"2016-03-28","PARTLY_CLOUDY_DAY","0.74","45.17","39.11","5.98"
"2016-03-29","CLEAR_DAY","0.67","49.27","36.38","5.33"
"2016-03-30","WIND","0.66","58.97","44.12","15.38"
"2016-03-31","RAIN","0.79","64.93","44.67","13.55"
"2016-04-01","PARTLY_CLOUDY_NIGHT","0.76","47.7","39.3","2.97"
"2016-04-02","WIND","0.61","38.99","32.02","14.26"
"2016-04-03","WIND","0.46","70.66","30.35","12.29"
"2016-04-04","WIND","0.7","39.85","31.24","18.88"
"2016-04-05","WIND","0.54","43.99","30.55","9.01"
"2016-04-06","CLEAR_DAY","0.78","49.64","43.11","8.3"
"2016-04-07","CLEAR_DAY","0.74","44.68","36.72","12.76"
"2016-04-08","WIND","0.69","39.43","30.46","10.62"
"2016-04-09","WIND","0.53","33.61","24.75","7.03"
"2016-04-10","WIND","0.74","50.88","33.48","14.82"
"2016-04-11","PARTLY_CLOUDY_DAY","0.66","50.9","39.92","8.74"
"2016-04-12","CLEAR_DAY","0.55","40.49","35.27","5.11"
"2016-04-13","PARTLY_CLOUDY_DAY","0.61","47.19","37.62","6.87"
"2016-04-14","CLEAR_DAY","0.53","51.91","40.64","5.84"
"2016-04-15","CLEAR_DAY","0.56","54.35","42.8","5.23"
"2016-04-16","CLEAR_DAY","0.56","60.17","46.51","4.94"
"2016-04-17","CLEAR_DAY","0.5","64.44","50.25","3.71"
"2016-04-18","WIND","0.48","67.32","52.35","2.55"
"2016-04-19","PARTLY_CLOUDY_DAY","0.74","52.54","44.3","13.75"
"2016-04-20","RAIN","0.6","62.81","49.1","6.1"
"2016-04-21","PARTLY_CLOUDY_DAY","0.81","61.71","54.04","3.55"
"2016-04-22","WIND","0.84","55.97","41.86","14.63"
"2016-04-23","PARTLY_CLOUDY_DAY","0.76","51.19","41.01","6.74"
"2016-04-24","PARTLY_CLOUDY_DAY","0.65","68.35","44.89","6.4"
"2016-04-25","WIND","0.56","81.01","58.93","12.53"
"2016-04-26","WIND","0.87","72.07","41.89","16.89"
"2016-04-27","RAIN","0.85","48.26","42.35","16.11"
"2016-04-28","WIND","0.88","47.46","43.99","10.99"
"2016-04-29","PARTLY_CLOUDY_DAY","0.86","45.04","42.23","9.38"
"2016-04-30","RAIN","0.89","46.91","43.12","14.61"
"2016-05-01","RAIN","0.95","46.61","43.51","13.21"
"2016-05-02","PARTLY_CLOUDY_NIGHT","0.72","50.41","43.95","11.39"
"2016-05-03","RAIN","0.55","65.09","44.25","5.7"
"2016-05-04","RAIN","0.75","59.97","43.2","15.36"
"2016-05-05","WIND","0.71","51.15","41.3","13.59"
"2016-05-06","PARTLY_CLOUDY_DAY","0.53","81.2","47.01","6.68"
"2016-05-07","WIND","0.5","71.12","50.67","11.46"
"2016-05-08","CLEAR_DAY","0.53","62.08","45.33","3"
"2016-05-09","RAIN","0.8","53.89","49.23","9.95"
"2016-05-10","RAIN","0.94","58.55","50.38","8.51"
"2016-05-11","RAIN","0.93","59.37","51.37","3.95"
"2016-05-12","PARTLY_CLOUDY_DAY","0.81","68.1","52.84","6.67"
"2016-05-13","RAIN","0.68","65.02","50.05","8.22"
"2016-05-14","WIND","0.65","46.77","42.8","13.7"
"2016-05-15","WIND","0.53","52.51","40.15","3.51"
"2016-05-16","PARTLY_CLOUDY_DAY","0.49","67.26","47.13","12.22"
"2016-05-17","PARTLY_CLOUDY_DAY","0.7","57.71","47.1","9.86"
"2016-05-18","PARTLY_CLOUDY_DAY","0.67","54.93","45.69","7.65"
"2016-05-19","CLEAR_DAY","0.55","60.61","46.15","2.69"
"2016-05-20","CLEAR_DAY","0.61","59.52","51.83","5.05"
"2016-05-21","CLEAR_DAY","0.49","65.87","53.68","7.94"
"2016-05-22","CLEAR_DAY","0.55","64.85","53.87","4.41"
"2016-05-23","CLEAR_DAY","0.49","71.38","53.69","6.22"
"2016-05-24","CLEAR_DAY","0.43","85.42","64.16","10.53"
"2016-05-25","RAIN","0.71","75.73","62.91","4.88"
"2016-05-26","PARTLY_CLOUDY_DAY","0.75","82.43","61.24","7.25"
"2016-05-27","PARTLY_CLOUDY_DAY","0.8","76.63","68.11","10.63"
"2016-05-28","WIND","0.73","80.2","65.76","14.57"
"2016-05-29","PARTLY_CLOUDY_DAY","0.64","78.23","65.32","9.53"
"2016-05-30","PARTLY_CLOUDY_DAY","0.63","75.8","65.51","0.82"
"2016-05-31","RAIN","0.74","72.81","62.18","3.5"
"2016-06-01","RAIN","0.8","72.44","62.1","1.48"
"2016-06-02","CLEAR_DAY","0.6","75.93","62.17","3.02"
"2016-06-03","CLEAR_DAY","0.64","73.3","58.68","3.22"
"2016-06-04","RAIN","0.77","72.39","66.25","8.29"
"2016-06-05","PARTLY_CLOUDY_DAY","0.68","78.04","63.5","9.36"
"2016-06-06","WIND","0.59","80.46","62.26","8.44"
"2016-06-07","PARTLY_CLOUDY_DAY","0.71","62.04","56.38","7.31"
"2016-06-08","CLEAR_DAY","0.7","62.07","54.77","3.49"
"2016-06-09","PARTLY_CLOUDY_DAY","0.74","68.8","56.87","5.02"
"2016-06-10","PARTLY_CLOUDY_DAY","0.65","90.88","63.26","5.87"
"2016-06-11","CLEAR_DAY","0.56","89.59","69.65","6.54"
"2016-06-12","CLEAR_DAY","0.55","81.04","60.12","12.6"
"2016-06-13","PARTLY_CLOUDY_DAY","0.61","74.98","58.15","3.32"
"2016-06-14","RAIN","0.71","75.49","65.12","5.07"
"2016-06-15","PARTLY_CLOUDY_DAY","0.74","83.86","68.76","5.33"
"2016-06-16","WIND","0.76","81.79","63.6","10.29"
"2016-06-17","CLEAR_DAY","0.7","72.79","61.9","8.61"
"2016-06-18","CLEAR_DAY","0.62","77.16","62.47","3.39"
"2016-06-19","CLEAR_DAY","0.54","88.2","67.49","7"
"2016-06-20","WIND","0.62","90.04","73.07","9.5"
"2016-06-21","CLEAR_DAY","0.52","76.53","67.28","2.6"
"2016-06-22","RAIN","0.78","73.92","67.91","3.39"
"2016-06-23","FOG","0.87","70.81","65.68","7.86"
"2016-06-24","CLEAR_DAY","0.71","75.52","65.95","5.61"
"2016-06-25","PARTLY_CLOUDY_DAY","0.66","86.04","68.29","8.66"
"2016-06-26","PARTLY_CLOUDY_DAY","0.71","82.12","74.54","4.05"
"2016-06-27","CLEAR_DAY","0.59","88.28","70.02","5.71"
"2016-06-28","WIND","0.67","70.14","62.95","11.99"
"2016-06-29","CLEAR_DAY","0.59","72.5","59.55","2.3"
"2016-06-30","PARTLY_CLOUDY_DAY","0.55","76.43","64.13","7.94"
"2016-07-01","WIND","0.68","71.29","64.12","10.18"
"2016-07-02","CLEAR_DAY","0.57","71.93","60.64","3.66"
"2016-07-03","CLEAR_DAY","0.65","72.34","61.94","5.68"
"2016-07-04","PARTLY_CLOUDY_NIGHT","0.78","73.8","65.3","4.22"
"2016-07-05","PARTLY_CLOUDY_DAY","0.72","83.63","69.19","5.11"
"2016-07-06","RAIN","0.76","84.63","68.75","6.21"
"2016-07-07","RAIN","0.82","79.14","71.31","2.46"
"2016-07-08","WIND","0.7","85.76","69.77","8.39"
"2016-07-09","PARTLY_CLOUDY_DAY","0.68","73.15","67.18","9.26"
"2016-07-10","PARTLY_CLOUDY_DAY","0.67","77.15","64.86","2.42"
"2016-07-11","WIND","0.68","87.96","72.27","12.81"
"2016-07-12","WIND","0.7","87.8","75.29","12.51"
"2016-07-13","RAIN","0.79","84.08","71.64","8.31"
"2016-07-14","WIND","0.67","86.05","69.02","11.9"
"2016-07-15","PARTLY_CLOUDY_DAY","0.71","74.95","65.07","6.65"
"2016-07-16","PARTLY_CLOUDY_DAY","0.66","73.08","63.02","3.52"
"2016-07-17","RAIN","0.73","83.01","66.73","11.42"
"2016-07-18","CLEAR_DAY","0.76","78.53","70.81","1.12"
"2016-07-19","PARTLY_CLOUDY_NIGHT","0.73","79.54","70.61","2.21"
"2016-07-20","CLEAR_DAY","0.71","85.02","71.98","5"
"2016-07-21","RAIN","0.82","86.92","73.15","5.74"
"2016-07-22","CLEAR_DAY","0.77","85.21","71.55","3.18"
"2016-07-23","RAIN","0.82","84.46","71.44","0.43"
"2016-07-24","RAIN","0.81","89.88","70.49","10.77"
"2016-07-25","PARTLY_CLOUDY_DAY","0.68","80.11","74.12","1.26"
"2016-07-26","PARTLY_CLOUDY_DAY","0.68","81.13","70.51","2.32"
"2016-07-27","PARTLY_CLOUDY_DAY","0.68","82.56","70.99","1.92"
"2016-07-28","RAIN","0.82","79.15","72.7","2.66"
"2016-07-29","RAIN","0.87","77","70.67","6.12"
"2016-07-30","PARTLY_CLOUDY_DAY","0.81","74.26","69.28","9.15"
"2016-07-31","PARTLY_CLOUDY_DAY","0.79","75.99","67.86","5.17"
"2016-08-01","PARTLY_CLOUDY_DAY","0.79","77.89","69.78","6.09"
"2016-08-02","PARTLY_CLOUDY_DAY","0.73","80.4","71.45","4.27"
"2016-08-03","PARTLY_CLOUDY_DAY","0.7","83.56","72.39","3.76"
"2016-08-04","CLEAR_DAY","0.67","85.64","73.95","4.83"
"2016-08-05","PARTLY_CLOUDY_DAY","0.76","80.43","73.99","1.93"
"2016-08-06","PARTLY_CLOUDY_DAY","0.68","77.93","69.35","6.27"
"2016-08-07","CLEAR_DAY","0.67","78.7","68","4.81"
"2016-08-08","PARTLY_CLOUDY_DAY","0.65","79.4","72.75","9.44"
"2016-08-09","PARTLY_CLOUDY_DAY","0.64","81.92","71","4.72"
"2016-08-10","CLEAR_DAY","0.7","83.27","73.91","2.31"
"2016-08-11","WIND","0.71","90.55","76.92","9.23"
"2016-08-12","RAIN","0.87","83.91","74.42","3.96"
"2016-08-13","PARTLY_CLOUDY_DAY","0.84","81.58","74.38","3.56"
"2016-08-14","PARTLY_CLOUDY_DAY","0.73","79.48","70.66","0.68"
"2016-08-15","PARTLY_CLOUDY_DAY","0.87","74.94","70.8","6.92"
"2016-08-16","PARTLY_CLOUDY_DAY","0.8","79.28","71.49","1.68"
"2016-08-17","PARTLY_CLOUDY_DAY","0.73","83.88","71.49","4.11"
"2016-08-18","RAIN","0.81","83.78","71.2","6.66"
"2016-08-19","CLEAR_DAY","0.77","82.5","70.65","6.33"
"2016-08-20","RAIN","0.82","78.68","67.98","7.66"
"2016-08-21","PARTLY_CLOUDY_DAY","0.67","73.66","61.3","9.39"
"2016-08-22","CLEAR_DAY","0.62","77.18","61.16","4.09"
"2016-08-23","PARTLY_CLOUDY_DAY","0.66","79.31","65.04","10.06"
"2016-08-24","RAIN","0.79","83.23","71.75","10.22"
"2016-08-25","PARTLY_CLOUDY_DAY","0.83","77.11","71.34","2.78"
"2016-08-26","PARTLY_CLOUDY_NIGHT","0.78","75.26","67.59","5.47"
"2016-08-27","RAIN","0.83","83.42","69.37","4.03"
"2016-08-28","PARTLY_CLOUDY_DAY","0.86","77.59","71.79","3.63"
"2016-08-29","CLEAR_DAY","0.86","80.58","71.37","4.08"
"2016-08-30","PARTLY_CLOUDY_DAY","0.86","81.33","72.78","1.03"
"2016-08-31","WIND","0.75","73.41","69.69","12.25"
"2016-09-01","WIND","0.71","70.57","67.34","13.13"
"2016-09-02","PARTLY_CLOUDY_DAY","0.69","71.55","64.64","9.94"
"2016-09-03","CLEAR_DAY","0.7","72.41","62.98","6.7"
"2016-09-04","CLEAR_DAY","0.7","76.42","63.57","6.57"
"2016-09-05","PARTLY_CLOUDY_DAY","0.71","86.83","68.28","10.36"
"2016-09-06","WIND","0.74","90.41","75.82","10.87"
"2016-09-07","RAIN","0.74","89.01","77.74","10.16"
"2016-09-08","PARTLY_CLOUDY_DAY","0.85","80.96","72.14","7.37"
"2016-09-09","PARTLY_CLOUDY_NIGHT","0.84","78.35","69.29","2.34"
"2016-09-10","PARTLY_CLOUDY_DAY","0.77","71.85","64.75","8.48"
"2016-09-11","PARTLY_CLOUDY_DAY","0.65","73.85","59","3.32"
"2016-09-12","CLEAR_DAY","0.62","78.32","61.33","9.53"
"2016-09-13","PARTLY_CLOUDY_NIGHT","0.69","83.33","66.07","3.85"
"2016-09-14","CLEAR_DAY","0.73","71.37","66.07","9.59"
"2016-09-15","CLEAR_DAY","0.72","73.89","64.55","9.08"
"2016-09-16","WIND","0.71","81.07","65.9","11.48"
"2016-09-17","PARTLY_CLOUDY_DAY","0.72","80.65","67.8","7.04"
"2016-09-18","CLEAR_DAY","0.71","73.99","62.99","0.92"
"2016-09-19","CLEAR_DAY","0.57","86.34","64.57","8.78"
"2016-09-20","CLEAR_DAY","0.68","77.28","68.35","4.46"
"2016-09-21","RAIN","0.79","76.12","67.91","2.05"
"2016-09-22","PARTLY_CLOUDY_NIGHT","0.75","80.43","67.88","3.12"
"2016-09-23","PARTLY_CLOUDY_NIGHT","0.88","71.78","68.69","8.63"
"2016-09-24","PARTLY_CLOUDY_DAY","0.84","71.06","66.02","8.61"
"2016-09-25","RAIN","0.73","80.3","64.45","7.71"
"2016-09-26","WIND","0.5","69.29","60.44","13.07"
"2016-09-27","WIND","0.46","68.72","54.9","9.93"
"2016-09-28","RAIN","0.8","60.95","52.31","12.77"
"2016-09-29","RAIN","0.85","64.33","61.17","17.13"
"2016-09-30","PARTLY_CLOUDY_NIGHT","0.9","63.54","60.58","14.24"
"2016-10-01","RAIN","0.92","63.01","58.54","5.04"
"2016-10-02","CLEAR_DAY","0.91","63.17","58.3","5.55"
"2016-10-03","PARTLY_CLOUDY_DAY","0.86","64.24","60.04","1.91"
"2016-10-04","PARTLY_CLOUDY_DAY","0.77","70.08","61.42","7.42"
"2016-10-05","PARTLY_CLOUDY_DAY","0.68","79.88","63.61","8.61"
"2016-10-06","RAIN","0.89","70.77","62.73","4.68"
"2016-10-07","PARTLY_CLOUDY_DAY","0.71","70.8","52.91","7.56"
"2016-10-08","CLEAR_DAY","0.62","59.55","46.02","2.62"
"2016-10-09","CLEAR_DAY","0.71","60.93","51.02","7.97"
"2016-10-10","PARTLY_CLOUDY_NIGHT","0.67","66.02","51.74","8.13"
"2016-10-11","PARTLY_CLOUDY_DAY","0.62","72.62","59.45","9.89"
"2016-10-12","RAIN","0.8","67.45","49.01","8.46"
"2016-10-13","CLEAR_DAY","0.69","54.22","43.4","3.39"
"2016-10-14","CLEAR_DAY","0.68","65.66","45.3","7.97"
"2016-10-15","WIND","0.84","70.09","54.42","14.31"
"2016-10-16","RAIN","0.88","69.63","64.89","7.88"
"2016-10-17","WIND","0.74","81.75","65.87","18.51"
"2016-10-18","WIND","0.71","75.7","59.8","8.61"
"2016-10-19","PARTLY_CLOUDY_NIGHT","0.73","65.24","55.41","2.84"
"2016-10-20","WIND","0.79","58.79","50.14","15.72"
"2016-10-21","PARTLY_CLOUDY_DAY","0.65","51.58","44.94","13.39"
"2016-10-22","PARTLY_CLOUDY_DAY","0.61","59.54","42.09","5.97"
"2016-10-23","WIND","0.67","72.11","48.38","8.03"
"2016-10-24","CLEAR_DAY","0.7","55.55","48.33","9.36"
"2016-10-25","PARTLY_CLOUDY_DAY","0.7","52.42","45.6","9"
"2016-10-26","RAIN","0.85","51.32","47.01","16.11"
"2016-10-27","PARTLY_CLOUDY_NIGHT","0.8","50.7","45.84","7.07"
"2016-10-28","WIND","0.82","63.86","43.07","12.38"
"2016-10-29","PARTLY_CLOUDY_DAY","0.79","70.56","56.82","5.91"
"2016-10-30","CLEAR_DAY","0.8","56.46","48.61","12.41"
"2016-10-31","WIND","0.77","59.5","45.08","10.7"
"2016-11-01","PARTLY_CLOUDY_NIGHT","0.72","75.15","60.34","10.15"
"2016-11-02","RAIN","0.88","65.13","56.01","2.15"
"2016-11-03","PARTLY_CLOUDY_NIGHT","0.86","58.14","51.13","5.33"
"2016-11-04","CLEAR_DAY","0.72","57.95","49.11","3.27"
"2016-11-05","CLEAR_DAY","0.71","67.42","48.7","7.77"
"2016-11-06","CLEAR_DAY","0.72","68.13","49.48","5.82"
"2016-11-07","PARTLY_CLOUDY_NIGHT","0.69","64.84","50.16","6.17"
"2016-11-08","WIND","0.71","60.98","51.18","6.98"
"2016-11-09","CLEAR_DAY","0.64","55.42","44.81","7.07"
"2016-11-10","CLEAR_DAY","0.55","63.19","44.43","11.26"
"2016-11-11","WIND","0.63","52","45.16","13.65"
"2016-11-12","CLEAR_DAY","0.65","52.2","37.41","5.03"
"2016-11-13","CLEAR_DAY","0.58","56.01","38.31","11.22"
"2016-11-14","CLEAR_DAY","0.68","59.85","42.1","7.73"
"2016-11-15","PARTLY_CLOUDY_NIGHT","0.87","52.78","43.48","2.24"
"2016-11-16","CLEAR_DAY","0.84","55.07","43.5","0.85"
"2016-11-17","WIND","0.65","71.84","49.61","14.97"
"2016-11-18","RAIN","0.65","65.11","40.78","15.83"
"2016-11-19","WIND","0.59","40.19","31.34","18.34"
"2016-11-20","CLEAR_DAY","0.61","34.62","26.13","9.6"
"2016-11-21","CLEAR_DAY","0.65","38.35","28.31","6.12"
"2016-11-22","CLEAR_DAY","0.72","39.71","33.97","9.69"
"2016-11-23","RAIN","0.91","44.94","38.49","9.83"
"2016-11-24","CLEAR_DAY","0.84","44.46","36.76","8.58"
"2016-11-25","PARTLY_CLOUDY_DAY","0.81","41.31","36.66","8.67"
